year,month,hscode,description,unit,quantity,value,revenue
2075,6,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,8781.0,2062.540000000001,773.7399999999993
2075,6,85163300,Electro-thermic hand-drying apparatus   .,PCS,3317.0,935.8500000000003,292.25999999999993
2075,6,85164000,Electrical smoothing irons   .,PCS,16347.0,9820.54,2488.029999999999
2075,6,85165000,Microwave ovens   .,PCS,677.0,3198.329999999991,956.6499999999996
2075,6,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,58706.0,47220.529999999984,14183.099999999999
2075,6,85167100,Electro-thermic coffee or tea makers  . .,PCS,761.0,12497.789999999997,3752.779999999999
2075,6,85167200,Electro-thermic toasters  . .,PCS,622.0,820.7600000000002,246.91999999999985
2075,6,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,148613.0,57882.49999999997,18003.590000000004
2075,6,85168000,Electric heating resistors (excl those of   545).,PCS,92796.0,7335.489999999998,1892.7999999999988
2075,6,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,220294.0,9778.530000000008,3112.940000000001
2075,6,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,2242.0,338058.31000000006,422836.05999999994
2075,6,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,856.0,409634.94000000006,906702.66
2075,6,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,1248.0,966432.6800000002,2245814.229999999
2075,6,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,236.0,317159.65000000014,769435.3300000001
2075,6,87032320,Of a cylinder capacity exceeding 1500cc but not exceeding 3000cc,PCS,4.0,19291.559999999998,49972.310000000005
2075,6,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,2.0,6689.34,1811.5100000000002
2075,6,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,547.0,525184.23,1163158.83
2075,6,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,25.0,22261.730000000003,224.24999999999994
2075,6,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,41.0,87511.12999999998,210218.97000000003
2075,6,87033300,Vehicles of a cylinder capacity exceeding   500 cc,PCS,91.0,122213.70999999999,310814.4899999999
2075,6,87038010,"Other vehicles, with only electric motor for propulsion.",PCS,198.0,23825.33,5758.679999999999
2075,6,87021010,Bus (with a capacity 26 seats and above) (  iesel or semi diesel engine).,PCS,134.0,242552.42999999993,117584.88
2075,6,87021020,Mini-bus (15 - 25 seats)  . .,PCS,68.0,118781.77000000002,115353.24999999999
2075,6,87021030,Micro-bus (11 to 14 seats)   .,PCS,34.0,26969.729999999996,33731.17
2075,6,87021090,"Jeep, Car, Van (diesel or semi diesel engi  e)",PCS,27.0,17363.539999999997,38434.0
2075,6,87029010,Buses (> 25 seats),PCS,0.0,0.0,0.0
2075,6,87029020,MiniBuses (with capacity 15-25 seats),PCS,0.0,0.0,0.0
2075,6,87029040,"Jeep, Car, Van",PCS,0.0,0.0,0.0
2075,6,87111000,Motorcycles and cycles with reciprocating   ngine of capacity =<50cc.,PCS,1.0,306.77,324.14
2075,6,87112011,Motorcycles with reciprocating engine of c  pacity 50-250cc,PCS,7937.0,570516.7999999997,553022.4299999998
2075,6,87113010,Motorcycles with reciprocating piston engi  e of capacity 250-500cc,PCS,5.0,523.1999999999999,540.3999999999999
2075,6,87114000,Motorcycles with reciprocating piston engi  e of capacity 500-800cc,PCS,0.0,0.0,0.0
2075,6,87115000,Motorcycles with reciprocating piston engi  e of capacity >800cc.,PCS,0.0,0.0,0.0
2075,6,87116000,With electric motor for propulsion,PCS,47.0,3699.789999999999,899.1100000000001
2075,6,87119010,"Electrically Operated Motorcycle, moped etc",PCS,38.0,5503.64,1337.46
2075,7,85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,78382.0,65521.96000000005,18318.250000000007
2075,7,85162100,Electric storage heating radiators   .,PCS,20.0,33.87999999999988,10.160000000000025
2075,7,85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,102925.0,78681.42000000001,24440.610000000004
2075,7,85163100,Electro-thermic hair dryers   .,PCS,15158.0,2839.4599999999973,980.5600000000013
2075,7,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,3343.0,1246.2699999999995,434.10000000000036
2075,7,85163300,Electro-thermic hand-drying apparatus   .,PCS,262.0,166.62999999999988,57.870000000000005
2075,7,85164000,Electrical smoothing irons   .,PCS,21876.0,11180.840000000004,3253.1799999999985
2075,7,85165000,Microwave ovens   .,PCS,2781.0,24979.29,6451.109999999999
2075,7,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,45158.0,33788.96000000002,10184.559999999998
2075,7,85167100,Electro-thermic coffee or tea makers  . .,PCS,2372.0,9470.640000000007,2889.7900000000027
2075,7,85167200,Electro-thermic toasters  . .,PCS,302.0,463.59999999999945,138.51999999999998
2075,7,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,137693.75,50124.940000000046,15269.37999999998
2075,7,85168000,Electric heating resistors (excl those of   545).,PCS,8872.0,6188.23,1660.7900000000009
2075,7,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,134557.0,4361.549999999992,1408.1399999999994
2075,7,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,1697.0,254801.66999999993,318818.23
2075,7,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,215.0,92868.52000000002,205510.35999999987
2075,7,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,662.0,537761.4999999995,1248911.7400000012
2075,7,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,37.0,84744.93000000005,208129.11999999965
2075,7,87032320,Of a cylinder capacity exceeding 1500cc but not exceeding 3000cc,PCS,2.0,8433.440000000002,22443.209999999992
2075,7,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,5.0,18272.5,12847.6
2075,7,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,233.0,195775.06999999995,433048.9900000002
2075,7,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,13.0,11576.099999999999,116.35000000000002
2075,7,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,13.0,26473.060000000027,63964.640000000014
2075,7,87033300,Vehicles of a cylinder capacity exceeding   500 cc,PCS,50.0,53193.139999999985,138369.7400000001
2075,7,87038010,"Other vehicles, with only electric motor for propulsion.",PCS,465.0,43584.360000000015,7298.250000000002
2075,7,87021010,Bus (with a capacity 26 seats and above) (  iesel or semi diesel engine).,PCS,57.0,97439.67000000004,51123.359999999986
2075,7,87021020,Mini-bus (15 - 25 seats)  . .,PCS,34.0,77146.94999999995,75741.50000000003
2075,7,87021030,Micro-bus (11 to 14 seats)   .,PCS,17.0,13803.350000000006,17263.809999999998
2075,7,87021090,"Jeep, Car, Van (diesel or semi diesel engi  e)",PCS,15.0,9217.120000000003,20379.319999999992
2075,7,87029010,Buses (> 25 seats),PCS,0.0,0.0,0.0
2075,7,87029020,MiniBuses (with capacity 15-25 seats),PCS,0.0,0.0,0.0
2075,7,87029040,"Jeep, Car, Van",PCS,0.0,0.0,0.0
2075,7,87111000,Motorcycles and cycles with reciprocating   ngine of capacity =<50cc.,PCS,1.0,96.82999999999998,0.06999999999999318
2075,7,87112011,Motorcycles with reciprocating engine of c  pacity 50-250cc,PCS,3452.0,280081.3400000001,261702.74000000022
2075,7,87113010,Motorcycles with reciprocating piston engi  e of capacity 250-500cc,PCS,24.0,3630.6100000000006,3836.17
2075,7,87114000,Motorcycles with reciprocating piston engi  e of capacity 500-800cc,PCS,3.0,4344.21,7142.76
2075,7,87115000,Motorcycles with reciprocating piston engi  e of capacity >800cc.,PCS,2.0,3477.7999999999993,6740.040000000003
2075,7,87116000,With electric motor for propulsion,PCS,205.0,11771.969999999994,2860.7299999999996
2075,7,87119010,"Electrically Operated Motorcycle, moped etc",PCS,78.0,3550.62,862.94
2075,8,85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,132697.0,73098.65000000005,20118.23999999999
2075,8,85162100,Electric storage heating radiators   .,PCS,2171.0,178.62000000000012,55.25999999999999
2075,8,85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,128442.5,79582.03000000003,24038.020000000004
2075,8,85163100,Electro-thermic hair dryers   .,PCS,13736.0,2866.2000000000025,1065.960000000001
2075,8,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,6002.0,2991.0,940.7999999999993
2075,8,85163300,Electro-thermic hand-drying apparatus   .,PCS,197.0,166.72000000000003,51.09000000000003
2075,8,85164000,Electrical smoothing irons   .,PCS,39888.0,18540.79,5368.580000000007
2075,8,85165000,Microwave ovens   .,PCS,416.0,4662.960000000014,1020.0300000000025
2075,8,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,62994.0,62002.20999999999,17824.850000000013
2075,8,85167100,Electro-thermic coffee or tea makers  . .,PCS,1340.0,12745.429999999993,3829.199999999997
2075,8,85167200,Electro-thermic toasters  . .,PCS,798.0,1296.1500000000005,393.5400000000002
2075,8,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,133723.0,53114.95000000004,16416.600000000013
2075,8,85168000,Electric heating resistors (excl those of   545).,PCS,15319.0,5247.27,1382.8999999999996
2075,8,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,31139.599999999977,4039.720000000001,1078.7799999999988
2075,8,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,1225.0,186410.27000000025,232382.38000000012
2075,8,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,146.0,76193.17000000004,168696.33000000007
2075,8,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,369.0,267962.80000000075,619012.3099999987
2075,8,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,50.0,60760.15000000002,147158.65000000037
2075,8,87032320,Of a cylinder capacity exceeding 1500cc but not exceeding 3000cc,PCS,4.0,13156.690000000002,35012.82000000001
2075,8,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,0.0,0.0,0.0
2075,8,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,122.0,95064.45999999996,210190.05000000028
2075,8,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,12.0,10684.540000000008,107.5
2075,8,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,18.0,39311.17000000001,94807.54999999987
2075,8,87033300,Vehicles of a cylinder capacity exceeding   500 cc,PCS,54.0,78413.22000000003,226792.05000000005
2075,8,87038010,"Other vehicles, with only electric motor for propulsion.",PCS,175.0,19296.42999999998,3455.269999999997
2075,8,87021010,Bus (with a capacity 26 seats and above) (  iesel or semi diesel engine).,PCS,147.0,236030.19999999995,111356.10000000003
2075,8,87021020,Mini-bus (15 - 25 seats)  . .,PCS,20.0,32524.68000000005,31641.130000000005
2075,8,87021030,Micro-bus (11 to 14 seats)   .,PCS,27.0,31674.209999999992,39975.91000000002
2075,8,87021090,"Jeep, Car, Van (diesel or semi diesel engi  e)",PCS,6.0,5411.07,6787.520000000019
2075,8,87029010,Buses (> 25 seats),PCS,0.0,0.0,0.0
2075,8,87029020,MiniBuses (with capacity 15-25 seats),PCS,0.0,0.0,0.0
2075,8,87029040,"Jeep, Car, Van",PCS,3.0,4639.0,0.06
2075,8,87111000,Motorcycles and cycles with reciprocating   ngine of capacity =<50cc.,PCS,0.0,0.0,0.0
2075,8,87112011,Motorcycles with reciprocating engine of c  pacity 50-250cc,PCS,4098.0,359204.3400000003,330677.0900000001
2075,8,87113010,Motorcycles with reciprocating piston engi  e of capacity 250-500cc,PCS,0.0,0.0,0.0
2075,8,87114000,Motorcycles with reciprocating piston engi  e of capacity 500-800cc,PCS,0.0,0.0,0.0
2075,8,87115000,Motorcycles with reciprocating piston engi  e of capacity >800cc.,PCS,0.0,0.0,0.0
2075,8,87116000,With electric motor for propulsion,PCS,38.0,5319.130000000005,1292.630000000001
2075,8,87119010,"Electrically Operated Motorcycle, moped etc",PCS,0.0,0.0,0.0
2075,9,85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,44406.0,47734.870000000024,12266.290000000023
2075,9,85162100,Electric storage heating radiators   .,PCS,20.0,3.4600000000000364,1.0400000000000205
2075,9,85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,31127.0,23953.839999999997,7319.70999999997
2075,9,85163100,Electro-thermic hair dryers   .,PCS,19138.0,6386.0999999999985,2087.989999999998
2075,9,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,11321.0,3212.8900000000012,1051.04
2075,9,85163300,Electro-thermic hand-drying apparatus   .,PCS,302.0,426.56999999999994,129.95000000000005
2075,9,85164000,Electrical smoothing irons   .,PCS,12420.0,7306.05000000001,2183.649999999994
2075,9,85165000,Microwave ovens   .,PCS,416.0,4109.970000000001,895.1300000000047
2075,9,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,17371.0,21063.399999999994,6239.99000000002
2075,9,85167100,Electro-thermic coffee or tea makers  . .,PCS,581.0,17574.510000000002,5265.810000000005
2075,9,85167200,Electro-thermic toasters  . .,PCS,591.0,1604.13,474.0100000000009
2075,9,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,104045.99999999994,33100.360000000015,10234.01000000001
2075,9,85168000,Electric heating resistors (excl those of   545).,PCS,10433.0,4806.0,1351.46
2075,9,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,21103.5,3587.769999999997,1088.8200000000015
2075,9,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,464.0,70046.34999999986,84517.54000000004
2075,9,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,279.0,122273.18999999994,270444.28000000026
2075,9,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,267.0,213497.39000000013,492978.68000000063
2075,9,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,234.0,284794.1799999998,687459.9600000004
2075,9,87032320,Of a cylinder capacity exceeding 1500cc but not exceeding 3000cc,PCS,4.0,12588.669999999991,33501.26000000001
2075,9,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,0.0,0.0,0.0
2075,9,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,93.0,83523.3500000001,185160.86999999965
2075,9,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,18.0,16028.449999999997,161.46000000000004
2075,9,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,5.0,12708.01999999999,30804.89000000013
2075,9,87033300,Vehicles of a cylinder capacity exceeding   500 cc,PCS,90.0,146243.09999999998,342611.25
2075,9,87038010,"Other vehicles, with only electric motor for propulsion.",PCS,0.0,0.0,0.0
2075,9,87021010,Bus (with a capacity 26 seats and above) (  iesel or semi diesel engine).,PCS,61.0,127148.03000000003,63950.840000000026
2075,9,87021020,Mini-bus (15 - 25 seats)  . .,PCS,12.0,14723.020000000019,14287.890000000014
2075,9,87021030,Micro-bus (11 to 14 seats)   .,PCS,29.0,28196.950000000026,26474.550000000017
2075,9,87021090,"Jeep, Car, Van (diesel or semi diesel engi  e)",PCS,14.0,14597.770000000004,13695.279999999984
2075,9,87029010,Buses (> 25 seats),PCS,0.0,0.0,0.0
2075,9,87029020,MiniBuses (with capacity 15-25 seats),PCS,0.0,0.0,0.0
2075,9,87029040,"Jeep, Car, Van",PCS,0.0,0.0,0.0
2075,9,87111000,Motorcycles and cycles with reciprocating   ngine of capacity =<50cc.,PCS,0.0,0.0,0.0
2075,9,87112011,Motorcycles with reciprocating engine of c  pacity 50-250cc,PCS,4255.0,395186.84999999986,353886.14999999944
2075,9,87113010,Motorcycles with reciprocating piston engi  e of capacity 250-500cc,PCS,0.0,0.0,0.0
2075,9,87114000,Motorcycles with reciprocating piston engi  e of capacity 500-800cc,PCS,0.0,0.0,0.0
2075,9,87115000,Motorcycles with reciprocating piston engi  e of capacity >800cc.,PCS,1.0,817.5200000000004,1584.4199999999983
2075,9,87116000,With electric motor for propulsion,PCS,812.0,10305.61,2504.470000000001
2075,9,87119010,"Electrically Operated Motorcycle, moped etc",PCS,12.0,699.1000000000004,170.21000000000004
2075,10,85161000,Electric instantaneous or storage water he  ters and immersion heaters,PCS,16416.0,14952.08999999988,4543.469999999987
2075,10,85162100,Electric storage heating radiators   .,PCS,0.0,0.0,0.0
2075,10,85162900,"Electric space heating and soil heating ap  aratus, nes",PCS,18632.599999999977,10410.55999999994,3238.5400000000227
2075,10,85163100,Electro-thermic hair dryers   .,PCS,6873.0,2797.329999999998,924.1100000000006
2075,10,85163200,"Electro-thermic hair-dressing apparatus, e  c (excl dryers)",PCS,15676.0,8456.879999999997,2548.3500000000004
2075,10,85163300,Electro-thermic hand-drying apparatus   .,PCS,3880.0,814.0700000000002,268.51
2075,10,85164000,Electrical smoothing irons   .,PCS,17421.0,10752.509999999995,3181.989999999998
2075,10,85165000,Microwave ovens   .,PCS,2976.0,27181.33,7530.899999999998
2075,10,85166000,"Electric ovens, nes; cookers, cooking plat  s, boiling rings, grillers and roaste",PCS,26770.0,31279.320000000007,9186.519999999975
2075,10,85167100,Electro-thermic coffee or tea makers  . .,PCS,629.0,9416.880000000005,2822.5
2075,10,85167200,Electro-thermic toasters  . .,PCS,11103.0,6949.370000000002,2170.4099999999994
2075,10,85167900,"Electro-thermic domestic appliances, nes  . .",PCS,44061.0,12495.710000000021,4240.270000000019
2075,10,85168000,Electric heating resistors (excl those of   545).,PCS,15896.0,3024.8600000000006,921.2500000000018
2075,10,85169000,Parts of electro-thermic appliances of 85 1 .,PCS,9952.0,2930.9599999999955,938.5699999999979
2075,10,87032110,Auto rickshaw (three wheeler) <=1000 cc,PCS,821.0,121488.02000000002,148862.3799999999
2075,10,87032190,Other vehicles of a capacity  upto 1000cc   .,PCS,301.0,124123.19999999995,274708.26999999955
2075,10,87032200,Vehicles of a cylinder capacity exceeding   000 cc but not exceeding 1500 cc.,PCS,499.0,349640.1699999999,810715.6499999994
2075,10,87032310,Vehicles of a cylinder capacity exceeding   500 cc but not exceeding 3000 cc.,PCS,22.0,35473.929999999935,86590.04999999935
2075,10,87032320,Of a cylinder capacity exceeding 1500cc but not exceeding 3000cc,PCS,5.0,11486.059999999998,29183.26000000001
2075,10,87032400,Vehicles with spark-ignition engine of cyl  nder capacity >3000cc,PCS,0.0,0.0,0.0
2075,10,87033100,Vehicles with diesel engine of cylinder  ca acity <1500cc,PCS,195.0,145576.34999999986,321873.4199999999
2075,10,87033200,Ambulance & sab-bahan of diesel engine of   apacity between 1500cc to 2500cc.,PCS,8.0,7123.75,71.75999999999999
2075,10,87033210,Vehicles with diesel engine of cylinder  ca acity 1500-2500cc,PCS,16.0,28052.669999999984,67078.94999999995
2075,10,87033300,Vehicles of a cylinder capacity exceeding   500 cc,PCS,121.0,224901.75000000006,241514.61999999988
2075,10,87038010,"Other vehicles, with only electric motor for propulsion.",PCS,350.0,41809.06999999998,5786.000000000004
